Id,SalePrice
1784,94650.98433
1785,138386.4464
1786,108837.1781
1787,146854.4627
1788,39964.40809
1789,108448.6181
1790,69361.54932
1791,199426.639
1792,165331.4615
1793,148808.4069
1794,166573.0727
1795,135386.2504
1796,130556.3813
1797,119882.3648
1798,125151.3057
1799,100042.7232
1800,119290.4135
1801,118857.6825
1802,105446.001
1803,155944.8027
1804,119422.4016
1805,131993.6966
1806,128619.5445
1807,150934.1764
1808,112968.7597
1809,128852.7976
1810,140806.8861
1811,121848.5463
1812,110932.5623
1813,137846.6995
1814,102027.52
1815,48218.0402
1816,96696.79271
1817,102871.8061
1818,165067.0518
1819,127177.9315
1820,157940.7873
1821,104357.8297
1822,153760.2019
1823,18579.4936
1824,157940.7873
1825,146984.1881
1826,97279.6217
1827,106549.5348
1828,143409.1437
1829,136669.5146
1830,156123.745
1831,159951.075
1832,43308.37241
1833,151072.956
1834,157940.7873
1835,115980.8867
1836,135569.6548
1837,83842.48241
1838,112547.3274
1839,108625.0845
1840,153087.1457
1841,157940.7873
1842,54261.64246
1843,152594.1953
1844,157940.7873
1845,132394.8785
1846,163550.1216
1847,157940.7873
1848,157940.7873
1849,157940.7873
1850,110321.1837
1851,138580.1189
1852,112529.4515
1853,109536.4215
1854,167817.9795
1855,170439.9814
1856,221155.2331
1857,140926.3977
1858,146720.4059
1859,95421.62293
1860,135815.8577
1861,102472.7856
1862,157940.7873
1863,157940.7873
1864,157940.7873
1865,365198.1301
1866,343000.3387
1867,210425.044
1868,281124.4564
1869,208247.3895
1870,219657.5356
1871,264423.3863
1872,167418.407
1873,157940.7873
1874,148910.7337
1875,189570.2125
1876,200484.6611
1877,205347.4228
1878,195090.052
1879,157940.7873
1880,131252.5305
1881,233068.1728
1882,157940.7873
1883,177831.5976
1884,157940.7873
1885,227544.3179
1886,157940.7873
1887,215486.2497
1888,251975.944
1889,160903.2845
1890,96853.22956
1891,99489.79972
1892,100403.4667
1893,131557.6286
1894,120710.0385
1895,129149.0339
1896,125797.6221
1897,127784.5794
1898,94555.95835
1899,161162.1027
1900,157940.7873
1901,195731.8114
1902,179514.6877
1903,157940.7873
1904,160646.7347
1905,203774.4822
1906,177630.3707
1907,234645.2223
1908,109594.5606
1909,124502.4223
1910,122494.5495
1911,157940.7873
1912,157940.7873
1913,148410.0623
1914,51858.88306
1915,348353.4354
1916,6458.644142
1917,225418.3937
1918,138457.254
1919,152900.3076
1920,161816.8135
1921,380775.0405
1922,346282.167
1923,157940.7873
1924,234538.5823
1925,206196.4813
1926,373993.8391
1927,125116.2882
1928,181134.7805
1929,114856.1451
1930,131391.5528
1931,117790.0097
1932,118538.9199
1933,195278.1717
1934,191001.1285
1935,164889.0284
1936,213911.1809
1937,157940.7873
1938,164770.9011
1939,281757.1664
1940,206575.5158
1941,169043.8197
1942,157940.7873
1943,243232.2242
1944,387832.5793
1945,416192.2158
1946,157940.7873
1947,160031.1607
1948,157940.7873
1949,243349.5455
1950,157940.7873
1951,235744.4648
1952,196041.2265
1953,190029.7546
1954,181461.9164
1955,132265.4809
1956,157940.7873
1957,156390.7276
1958,157940.7873
1959,132480.4198
1960,91332.92574
1961,124533.419
1962,93382.98732
1963,110234.469
1964,105639.5126
1965,131285.9958
1966,144268.2655
1967,314512.6157
1968,400400.2242
1969,392593.0219
1970,395828.9971
1971,457134.1857
1972,370843.5636
1973,302541.0452
1974,342492.4059
1975,-193992.68
1976,283049.0597
1977,368812.9847
1978,344838.7971
1979,322321.7458
1980,197405.2098
1981,351738.6783
1982,220601.2601
1983,207130.1735
1984,175909.5685
1985,157940.7873
1986,157940.7873
1987,212411.3973
1988,168084.3993
1989,157940.7873
1990,157940.7873
1991,232098.08
1992,226392.0913
1993,157940.7873
1994,234789.5258
1995,184708.6535
1996,288937.7497
1997,157940.7873
1998,311133.5258
1999,319596.1373
2000,157940.7873
2001,305084.1809
2002,247216.8613
2003,246110.731
2004,283034.2501
2005,228999.9819
2006,226674.0776
2007,242418.2672
2008,242432.3921
2009,205624.4704
2010,194065.2818
2011,135295.7352
2012,185215.9995
2013,177575.7234
2014,186737.2867
2015,224132.7811
2016,196281.2137
2017,199313.3765
2018,99817.64131
2019,134683.8043
2020,72972.549
2021,93387.68432
2022,203822.8954
2023,132320.5586
2024,157940.7873
2025,367120.2319
2026,174945.1824
2027,153634.8174
2028,151264.5128
2029,173614.3996
2030,157940.7873
2031,157940.7873
2032,256353.7813
2033,246040.9138
2034,172201.4134
2035,241500.3065
2036,202958.137
2037,221878.4311
2038,332612.2897
2039,235856.5939
2040,157940.7873
2041,304155.4505
2042,157940.7873
2043,157940.7873
2044,173742.0884
2045,157940.7873
2046,159036.723
2047,132105.1358
2048,142130.65
2049,132093.038
2050,157940.7873
2051,100471.0134
2052,117411.6032
2053,157940.7873
2054,83473.35396
2055,173571.1831
2056,123542.5406
2057,93838.30932
2058,209029.545
2059,123532.3265
2060,178855.7643
2061,162729.9197
2062,123766.1837
2063,108680.0021
2064,134561.0499
2065,157940.7873
2066,168733.5437
2067,108849.8984
2068,152052.224
2069,77627.3129
2070,108091.1802
2071,99533.77088
2072,143624.7527
2073,116781.1823
2074,185501.6205
2075,157940.7873
2076,124270.4618
2077,163691.6162
2078,129555.0518
2079,125058.4776
2080,117944.4666
2081,120334.6128
2082,135547.889
2083,153160.5331
2084,107131.0251
2085,118378.5902
2086,102266.4001
2087,116780.8816
2088,102224.9024
2089,76693.0358
2090,107483.6044
2091,107230.7449
2092,132627.2728
2093,145584.4705
2094,115280.1971
2095,179716.9363
2096,74826.78414
2097,93823.46816
2098,165144.68
2099,38403.80657
2100,37063.57141
2101,116623.1702
2102,114095.0183
2103,99365.83282
2104,137957.6479
2105,140348.9474
2106,61402.73496
2107,192475.6804
2108,122244.0566
2109,112880.3076
2110,118498.762
2111,157940.7873
2112,157940.7873
2113,117095.8017
2114,112150.1928
2115,163895.5747
2116,125368.0878
2117,144952.2421
2118,126866.4131
2119,119912.3482
2120,93312.77354
2121,157940.7873
2122,118768.6939
2123,157940.7873
2124,173384.6355
2125,125436.216
2126,158781.5524
2127,370174.5108
2128,129162.3111
2129,157940.7873
2130,137522.1617
2131,116764.0525
2132,157940.7873
2133,129974.396
2134,113775.4475
2135,97511.74703
2136,67224.61567
2137,105958.5898
2138,157940.7873
2139,140921.2761
2140,146281.0897
2141,157940.7873
2142,157940.7873
2143,157940.7873
2144,122060.4864
2145,143660.3253
2146,197094.0734
2147,157940.7873
2148,118854.1289
2149,157940.7873
2150,241170.2433
2151,117806.1264
2152,178331.5052
2153,177486.9509
2154,103152.1708
2155,130538.7586
2156,157940.7873
2157,230870.1155
2158,157940.7873
2159,221631.702
2160,182028.3428
2161,223831.728
2162,347051.6763
2163,361552.2144
2164,157940.7873
2165,157940.7873
2166,162562.5602
2167,157940.7873
2168,157940.7873
2169,188678.5776
2170,230908.2001
2171,157940.7873
2172,157940.7873
2173,189199.2007
2174,157940.7873
2175,157940.7873
2176,157940.7873
2177,241343.0946
2178,205039.6655
2179,157940.7873
2180,215599.8239
2181,193767.5075
2182,220759.2824
2183,191859.5303
2184,119630.9157
2185,110100.0272
2186,167443.8872
2187,157940.7873
2188,152089.1664
2189,157940.7873
2190,84895.54736
2191,52803.81781
2192,85762.88592
2193,121615.2578
2194,96083.64536
2195,21282.56481
2196,104286.0755
2197,116892.4593
2198,165636.9142
2199,175240.743
2200,152627.8365
2201,151112.0454
2202,194491.7709
2203,157940.7873
2204,157940.7873
2205,157940.7873
2206,169065.9856
2207,216021.5336
2208,264919.8733
2209,266304.7047
2210,122155.6189
2211,127945.506
2212,124843.8682
2213,105712.354
2214,148427.0251
2215,101715.4561
2216,163345.7711
2217,93456.77284
2218,82915.11534
2219,49289.60299
2220,2643.452821
2221,348723.2469
2222,303017.6379
2223,157940.7873
2224,157940.7873
2225,131277.2614
2226,175215.7122
2227,185963.9918
2228,287822.5627
2229,246159.23
2230,151370.8789
2231,213185.3457
2232,183449.3817
2233,183263.6423
2234,247771.3727
2235,157940.7873
2236,244553.4694
2237,296074.9879
2238,190363.3646
2239,125160.1653
2240,151942.883
2241,131076.1941
2242,157940.7873
2243,119452.2156
2244,91257.51259
2245,129249.7458
2246,157940.7873
2247,131892.3761
2248,129225.0572
2249,114036.8835
2250,128224.497
2251,157940.7873
2252,192712.5946
2253,154266.8367
2254,157940.7873
2255,157940.7873
2256,163996.6083
2257,213124.3773
2258,157940.7873
2259,157940.7873
2260,125360.0113
2261,229559.5959
2262,242699.393
2263,390603.5118
2264,452865.5677
2265,152913.2307
2266,326826.4488
2267,381844.0937
2268,497595.7433
2269,157940.7873
2270,181623.3405
2271,211045.1323
2272,200087.5963
2273,153399.8412
2274,182685.6274
2275,171306.2913
2276,214433.6595
2277,186869.2365
2278,147948.7152
2279,131338.3783
2280,157940.7873
2281,140097.6854
2282,156061.2788
2283,112775.4164
2284,124008.1302
2285,152083.1515
2286,120251.9128
2287,391858.113
2288,296375.5364
2289,344439.0457
2290,436406.3031
2291,358721.9767
2292,419463.414
2293,452200.5468
2294,397736.5246
2295,453955.7075
2296,278403.9154
2297,392512.987
2298,379727.3153
2299,351631.9294
2300,329337.5592
2301,157940.7873
2302,260895.602
2303,252023.5294
2304,266470.7306
2305,214877.371
2306,204351.7724
2307,206806.2615
2308,232891.8693
2309,307396.2217
2310,220225.4383
2311,211023.2092
2312,182901.1139
2313,166849.426
2314,181545.374
2315,179480.5065
2316,194403.1938
2317,205439.4411
2318,182074.7418
2319,187720.9948
2320,186599.1248
2321,157940.7873
2322,203664.0913
2323,209271.5053
2324,175312.7593
2325,211626.4905
2326,157940.7873
2327,195595.5926
2328,157940.7873
2329,191492.8821
2330,182264.2766
2331,339126.0446
2332,395069.3659
2333,324494.0771
2334,282138.5074
2335,305001.1966
2336,317405.2229
2337,198719.9161
2338,247564.9045
2339,218002.0654
2340,389967.5331
2341,207620.2143
2342,230027.166
2343,225321.72
2344,217199.9511
2345,231056.7452
2346,221647.9647
2347,210325.0917
2348,252223.7369
2349,194652.7111
2350,311762.6611
2351,288866.1894
2352,243427.8886
2353,253680.9101
2354,172704.814
2355,160135.5739
2356,142905.6962
2357,194219.3006
2358,157940.7873
2359,123044.2965
2360,115030.9724
2361,159575.0067
2362,157940.7873
2363,141479.3699
2364,154403.5371
2365,203842.5154
2366,197322.9261
2367,217279.3957
2368,222997.689
2369,211052.27
2370,169444.8912
2371,158545.4357
2372,197478.113
2373,157940.7873
2374,300211.0001
2375,239562.8804
2376,268365.3853
2377,321640.6706
2378,156816.1746
2379,236753.7177
2380,157940.7873
2381,171594.0175
2382,202184.3832
2383,191385.7685
2384,230434.7589
2385,156091.3912
2386,137030.0328
2387,122137.6914
2388,157940.7873
2389,107485.4453
2390,157940.7873
2391,141279.5666
2392,117579.0801
2393,179216.5154
2394,152339.9179
2395,206016.4615
2396,157940.7873
2397,157940.7873
2398,127242.7583
2399,77921.10123
2400,58883.61077
2401,151723.8904
2402,136116.8812
2403,146137.7135
2404,157940.7873
2405,156095.2953
2406,148269.7562
2407,126698.6198
2408,130129.722
2409,107199.0384
2410,174408.3033
2411,114979.1921
2412,155844.0749
2413,123414.2097
2414,165691.526
2415,135755.2547
2416,133776.3179
2417,145317.2554
2418,135753.8547
2419,125924.9861
2420,125303.8849
2421,882558.6518
2422,157940.7873
2423,120280.5242
2424,157940.7873
2425,205102.5365
2426,144339.311
2427,128410.5123
2428,186517.7652
2429,96802.38938
2430,129440.1723
2431,94549.58633
2432,157940.7873
2433,156438.1559
2434,145365.1094
2435,166591.4943
2436,108360.953
2437,101083.0852
2438,122439.7035
2439,91217.90663
2440,132466.6112
2441,101937.7377
2442,92447.94329
2443,141771.6818
2444,123081.2405
2445,78544.70875
2446,134785.2185
2447,157940.7873
2448,133919.19
2449,109767.1838
2450,161375.0821
2451,101789.7284
2452,200567.4819
2453,89472.20274
2454,125384.6147
2455,119319.8611
2456,165549.6896
2457,150678.1312
2458,135373.5066
2459,120858.1874
2460,157940.7873
2461,127362.9873
2462,127014.2546
2463,130623.6273
2464,194818.6211
2465,135495.1396
2466,119525.9809
2467,157940.7873
2468,103301.3406
2469,104130.757
2470,207801.6054
2471,225585.2836
2472,178444.9578
2473,123367.9072
2474,78462.61208
2475,210229.7543
2476,110855.4571
2477,110135.751
2478,146586.6488
2479,95378.17668
2480,179079.9639
2481,157940.7873
2482,101994.3394
2483,100360.9266
2484,157940.7873
2485,157940.7873
2486,159759.933
2487,186389.6788
2488,166493.7829
2489,154753.5431
2490,141887.5423
2491,157940.7873
2492,157940.7873
2493,157940.7873
2494,157940.7873
2495,59841.59252
2496,205599.164
2497,158771.6541
2498,118055.6108
2499,157940.7873
2500,120442.9268
2501,139948.5875
2502,149750.0811
2503,112813.3379
2504,1112395.153
2505,231060.189
2506,246479.1967
2507,267791.7878
2508,242218.3699
2509,210555.1854
2510,206531.1172
2511,178261.246
2512,215817.0702
2513,157940.7873
2514,315331.7509
2515,157940.7873
2516,168693.897
2517,153845.5781
2518,144880.5757
2519,248725.0206
2520,220402.3143
2521,184995.6429
2522,157940.7873
2523,112750.7005
2524,139917.5107
2525,162285.1759
2526,161616.5705
2527,120558.7765
2528,159905.8538
2529,43661.32958
2530,131026.3038
2531,157940.7873
2532,218295.5411
2533,195149.7414
2534,252295.2832
2535,157940.7873
2536,157940.7873
2537,261191.7781
2538,185753.3757
2539,187830.0254
2540,187396.8371
2541,171524.9931
2542,159530.2371
2543,104736.4328
2544,116220.5936
2545,125819.1555
2546,121455.0875
2547,149629.149
2548,157940.7873
2549,151751.6553
2550,654644.8481
2551,136953.3035
2552,138686.3939
2553,62999.42566
2554,87842.98437
2555,102075.1086
2556,91716.81574
2557,99899.61023
2558,195777.3856
2559,159292.0444
2560,170182.0236
2561,149256.0227
2562,164960.783
2563,157569.1671
2564,190700.8083
2565,179292.113
2566,170118.6301
2567,143469.8087
2568,157940.7873
2569,157940.7873
2570,115036.7645
2571,157940.7873
2572,178319.7367
2573,157940.7873
2574,-258183.9079
2575,140400.6109
2576,162698.6098
2577,157940.7873
2578,61732.01366
2579,30056.19754
2580,93844.73231
2581,117768.3093
2582,118447.3989
2583,287951.1511
2584,157940.7873
2585,179210.1001
2586,214649.5061
2587,157940.7873
2588,157940.7873
2589,157262.5319
2590,195225.4893
2591,213154.7965
2592,218480.9871
2593,247523.2224
2594,182239.9424
2595,157940.7873
2596,283154.4513
2597,157940.7873
2598,157940.7873
2599,420464.8941
2600,1300885.385
2601,132788.0958
2602,66495.18672
2603,157940.7873
2604,82427.63535
2605,64392.07137
2606,136125.8302
2607,157940.7873
2608,177804.8049
2609,149446.2257
2610,110954.0031
2611,178320.2571
2612,157940.7873
2613,125501.3512
2614,115977.0105
2615,157940.7873
2616,152163.5083
2617,157940.7873
2618,157940.7873
2619,204949.5949
2620,193788.924
2621,157940.7873
2622,179700.9087
2623,232295.6797
2624,285372.441
2625,299958.3804
2626,157940.7873
2627,189998.2791
2628,481251.4619
2629,513477.766
2630,396606.8848
2631,470332.8267
2632,422179.6697
2633,320723.1202
2634,425561.1119
2635,157940.7873
2636,170122.0283
2637,157940.7873
2638,274089.67
2639,189902.3111
2640,155004.9218
2641,99925.76791
2642,159175.5834
2643,106312.2093
2644,107686.3472
2645,105798.7602
2646,91963.92617
2647,101341.2099
2648,155090.8584
2649,144028.5433
2650,137125.6597
2651,135752.3605
2652,388589.6476
2653,260288.3907
2654,281325.5097
2655,412036.0767
2656,335599.6617
2657,376161.1345
2658,332284.5322
2659,334108.6235
2660,366751.6179
2661,371462.9903
2662,393295.3989
2663,157940.7873
2664,301604.0748
2665,332888.8522
2666,301234.9672
2667,182206.5594
2668,188946.6225
2669,191611.6741
2670,269444.7345
2671,189485.7357
2672,193352.842
2673,157940.7873
2674,157940.7873
2675,196019.4712
2676,187413.3373
2677,157940.7873
2678,157940.7873
2679,289935.5664
2680,299972.7317
2681,157940.7873
2682,318188.0875
2683,476542.5505
2684,157940.7873
2685,157940.7873
2686,257839.5694
2687,297283.5179
2688,216599.4017
2689,220503.7875
2690,376705.5921
2691,199455.1866
2692,169573.1762
2693,209957.0258
2694,146657.1854
2695,202355.812
2696,185140.1605
2697,187145.176
2698,229317.588
2699,164029.2455
2700,144162.4475
2701,157940.7873
2702,91356.88246
2703,121810.6394
2704,157940.7873
2705,157940.7873
2706,79961.11057
2707,157940.7873
2708,157940.7873
2709,157940.7873
2710,157940.7873
2711,583965.3954
2712,406682.8458
2713,167022.3085
2714,137535.4677
2715,157940.7873
2716,157940.7873
2717,185528.8997
2718,216203.1858
2719,156392.2822
2720,180191.2382
2721,125834.037
2722,152905.2666
2723,135631.9896
2724,120638.5364
2725,157940.7873
2726,148610.6933
2727,174017.9899
2728,157940.7873
2729,150055.1052
2730,145968.3385
2731,129242.9571
2732,138561.9689
2733,156012.0798
2734,115328.1555
2735,137596.3313
2736,130680.2364
2737,123320.4418
2738,157940.7873
2739,157940.7873
2740,141145.2375
2741,137968.5853
2742,157940.7873
2743,169840.762
2744,170819.2946
2745,142419.2348
2746,143117.8303
2747,140432.8097
2748,113252.7479
2749,132718.0854
2750,118823.2614
2751,139436.4029
2752,176517.8008
2753,154890.3192
2754,219948.649
2755,143090.4
2756,95284.6408
2757,68519.4215
2758,79747.67312
2759,169406.3891
2760,132576.7819
2761,142248.7461
2762,135174.6665
2763,182187.9887
2764,149513.7365
2765,157940.7873
2766,130083.85
2767,81556.79552
2768,135917.6199
2769,145070.3438
2770,138580.3519
2771,94331.06786
2772,96549.68488
2773,180921.8099
2774,163241.7911
2775,127820.6102
2776,149980.2419
2777,162662.7759
2778,118016.3038
2779,127661.8179
2780,102994.8341
2781,94384.33402
2782,100390.9706
2783,102759.9125
2784,130762.5251
2785,135447.8045
2786,51713.66314
2787,126100.4009
2788,68041.508
2789,166114.2518
2790,95526.6839
2791,45012.18513
2792,80895.53517
2793,154191.2347
2794,96023.45295
2795,116225.0231
2796,101475.55
2797,239292.9339
2798,112683.4202
2799,106281.8282
2800,59656.20232
2801,117888.3765
2802,129515.2778
2803,176122.2366
2804,126417.328
2805,103699.488
2806,69484.70712
2807,215258.1285
2808,157940.7873
2809,126603.7432
2810,127771.8177
2811,157940.7873
2812,157940.7873
2813,157940.7873
2814,153847.0597
2815,157940.7873
2816,157940.7873
2817,144859.579
2818,125838.856
2819,157940.7873
2820,130935.3168
2821,111420.6671
2822,166093.8297
2823,301477.2555
2824,188869.0419
2825,154602.5727
2826,135528.7912
2827,126580.2178
2828,237021.112
2829,213467.6153
2830,231242.5641
2831,186970.8767
2832,242069.6101
2833,322269.1467
2834,238850.6195
2835,230781.8761
2836,192819.1294
2837,169919.9842
2838,148730.7493
2839,168371.5892
2840,157940.7873
2841,199177.8446
2842,223317.326
2843,144977.0296
2844,180779.1613
2845,127596.0379
2846,157940.7873
2847,216431.3838
2848,157940.7873
2849,196542.3689
2850,266307.1505
2851,157940.7873
2852,228815.5257
2853,224070.9904
2854,138814.1247
2855,206212.4689
2856,201886.3609
2857,187467.0674
2858,210577.2941
2859,71814.87645
2860,141557.6831
2861,118063.4336
2862,176749.3483
2863,139415.9437
2864,261094.923
2865,143073.3979
2866,127581.1125
2867,90284.14758
2868,95782.85908
2869,96409.22716
2870,94869.74812
2871,61101.19504
2872,31239.29938
2873,82095.7815
2874,151417.7591
2875,117341.8333
2876,154110.5369
2877,153454.5388
2878,148446.3374
2879,149208.4676
2880,108867.8779
2881,148466.9106
2882,203914.496
2883,210898.8164
2884,189662.4987
2885,183775.0643
2886,256343.0542
2887,111559.6656
2888,153664.2942
2889,31969.71693
2890,82154.29631
2891,151030.3546
2892,-3152.514949
2893,70594.01169
2894,-4482.587446
2895,345160.3076
2896,289369.4771
2897,226853.6184
2898,134626.942
2899,210600.4298
2900,168904.8999
2901,157940.7873
2902,157940.7873
2903,306521.2323
2904,352043.744
2905,72275.3041
2906,200874.3131
2907,98675.64401
2908,119302.2438
2909,157940.7873
2910,73490.54258
2911,65726.60553
2912,153287.8086
2913,65674.56377
2914,58445.55968
2915,75535.19787
2916,72349.74808
2917,175634.6943
2918,111921.0637
2919,224284.5617
